Type,Force,Category,Price per item (GBP),Number of items,Purchase date,Additional information
Services,./lancashire.csv,Credit report or search,1.10,1136.0,2016-02-15,"Information provided for personal vetting reports, annual volume. Annual charge calculated on the basis of the estimated number of enquiries multiplied by the framework transactional equivalent rate achieved by the combined contract participants. Crime management reports cost £4.25 per search based (volume: 17,199 per annum). The force is charged for this service on the basis of combined usage between all forces using the framework, paid upfront on an annual basis and then called off throughout the year."
Services,./lancashire.csv,Temporary staff administrator role,11.40,37.0,2016-02-19,"Hourly rate includes agency fee and other charges inc. WTD, Pension, NI."
Services,./lancashire.csv,one-day car hire,18.60,1.0,2016-02-19,Information provided for 1-day Ford focus group C hire.
Services,./lancashire.csv,30-day car hire,13.59,82.0,2016-02-09,Information provided for 30-day Ford focus group C vehicle hire.
Services,./lancashire.csv,Ream of 500 sheets of white paper,2.51,60.0,2016-02-19,"A4 80gsm. 100% recycled, high white, multi-purpose uncoated paper for high volume copying and printing."
Services,./lancashire.csv,Telephone interpreting inc. recording services (per minute),0.66,2536.0,2015-12-31,Actual rate is £0.011 per second for all languages - Invoices issued on a monthly basis with information on volumes provided for above one month's total.
Services,./lancashire.csv,Face-to-face interpreting for 4 hours (half-day),104.00,615.0,2015-12-31,Face-to-face interpreting service has 3 tiers dependent upon qualifications and skills required. Charging structure is 1 hour minimum and then by 1 minute pro-rata increments. Rate includes all travelling times and expenses.
Services,./lancashire.csv,Standard office cleaning (force average per m2 per year),,,2016-01-29,"The force pays an hourly rate instead of m2based service, so the pricing model and hour rate is determined from the number of buildings, type of cleaning required and frequency of cleaning in specific areas. The force's last bill was based on £11.91 per hour which includes wages, management fees and materials. The supplier pays staff the living wage."
Services,./lancashire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0174,5880.0,2016-02-16,Information provided based on a fixed price for 12 months.
Services,./lancashire.csv,Laptop purchase,513.00,25.0,2015-10-15,Standard specifications laptops purchase. Force's higher specifications Intel Core I5 and standard specifications core I3. No DVD drive as standard.
Services,./lancashire.csv,Desktop purchase,426.70,800.0,2015-07-22,Force's lower specifications: Intel Core I3 without DVD. Cost given includes 3-year warranty.
Services,./lancashire.csv,"PC monitor - 19"" or smaller (inc. cables)",67.83,100.0,2016-02-12,"Hanns. Information provided for the force purchases of monitors size 19.5""."
Services,./lancashire.csv,"PC monitor - 21"" or wider (inc. cables)",78.49,2.0,2016-09-03,"Hanns. The force does not purchase monitors of this size. Information provided for purchases of monitors size 21.5""."
Services,./lancashire.csv,Telephone call charges (per minute),0.0075,,,Information on volumes not provided. Call charge per minute is for local calls made during the business day. The price given is based on best price and there is no minimum charge per call. Call charges can be linked to the overall rental package and the given price if used in isolation should be benchmarked with caution.
Services,./gloucestershire.csv,DNA test,17.00,2224.0,2016-02-14,
Services,./gloucestershire.csv,Toxicology test,35.00,64.0,2016-02-22,
Services,./gloucestershire.csv,Mobile phone examination,,,,In-house service provision. The force has recently completed a regional tender for this service.
Services,./gloucestershire.csv,Forensic stain analysis,89.81,1.0,2016-02-23,
Services,./gloucestershire.csv,Credit report or search,1.10,1.0,2016-02-12,
Services,./gloucestershire.csv,Temporary staff administrator role,12.34,365.0,2016-02-26,"Regional mini-competition under the collaborative framework has now been awarded, with the new contract to commence in April 2016."
Services,./gloucestershire.csv,one-day car hire,19.79,1.0,2016-02-09,Rate excludes £2.50 collection / delivery charge each way.
Services,./gloucestershire.csv,30-day car hire,12.25,30.0,2015-12-30,
Services,./gloucestershire.csv,Ream of 500 sheets of white paper,1.90,25.0,2016-02-04,"Budget copier caper, 75g A4 white. A new national mini competition has just been competed for office supplies under the Crown Commercial Service framework RM3703, and the force will be moving to this contract in June 2016."
Services,./gloucestershire.csv,Telephone interpreting inc. recording services (per minute),0.68,50.0,2016-02-10,
Services,./gloucestershire.csv,Face-to-face interpreting for 4 hours (half-day),120.00,4.0,2016-02-21,A registered list of translators from the National Register of Public Service Interpreters are used.
Services,./gloucestershire.csv,Standard office cleaning (force average per m2 per year),11.96,24335.0,2015-04-01,"Price provided is per m2 per annum, or £0.046 per m2 per day."
Services,./gloucestershire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.019,99087.0,2016-01-01,Information on volumes based on annual consumption.
Services,./gloucestershire.csv,Laptop purchase,442.00,100.0,2015-03-30,Standard specifications Lenovo ThinkPad Edge E550 20 DF i5.
Services,./gloucestershire.csv,Desktop purchase,380.81,100.0,2015-10-22,Low specifications HP ProDesk 600 i3
Services,./gloucestershire.csv,"PC monitor - 19"" or smaller (inc. cables)",,,,"The force does not purchase this size of monitors, only 21"". "
Services,./gloucestershire.csv,"PC monitor - 21"" or wider (inc. cables)",91.48,50.0,2016-01-22,
Services,./gloucestershire.csv,Telephone call charges (per minute),0.0049,400000.0,2016-01-01,Annual volume.
Services,./durham.csv,DNA test,17.00,179.0,2016-02-01,The unit price given is not for the item as described for comparison but the force's equivalent. Forces in the North East Region do not use the same National Framework Specification Code.
Services,./durham.csv,Toxicology test,29.90,2.0,2016-02-01,Information provided based on the force's equivalent of code for this item. Police forces in the North East Region do not use the National Framework Specification Code.
Services,./durham.csv,Mobile phone examination,140.00,3.0,2016-01-28,Number of phones sent reduced by the purchase of equipment to provide the service in-house. Information provided for outsourced analysis of some makes / models when the phone is not compatible with in-house service.
Services,./durham.csv,Forensic stain analysis,99.00,29.0,2016-02-01,The force does not use the item code specified. Information provided for an equivalent service which includes both item codes 22BF-1-B1 and 20BF-1-B1 for national forensic products.
Services,./durham.csv,Credit report or search,1.10,1715.0,2015-11-01,Information provided for vetting - personal reports. Annual fee paid upfront to cover estimated volumes based on unit price.
Services,./durham.csv,Temporary staff administrator role,15.23,22.25,2015-05-28,The force has not purchased temp services for the exact position of administrator described for the purpose of comparison. Information is provided for the force’s most recent requirement for a temporary specialist Accounts and Pay & Pensions administrator post - from 28 January 2013 to 28 May 2015. Information provided for last invoice paid for this role in the week ending on 28 May 2015.
Services,./durham.csv,one-day car hire,19.79,1.0,2015-09-28,Information provided for Group D (Ford Focus or equivalent) 1 to 2 day vehicle hire.
Services,./durham.csv,30-day car hire,11.67,28.0,2016-02-02,"Information provided for Group D (Ford Focus or equivalent) vehicle, 28-83 days, hire. Due to process changes with the supplier, all hires over 28 days must be ordered in 28-day blocks. So the last hire at the 30-day hire price was for 28 days."
Services,./durham.csv,Ream of 500 sheets of white paper,2.03,125.0,2016-02-12,25 Boxes of 5 Reams.
Services,./durham.csv,Telephone interpreting inc. recording services (per minute),0.68,20.0,2015-11-27,"Collaborative approach to purchase this service between Durham, Northumbria & Cleveland."
Services,./durham.csv,Face-to-face interpreting for 4 hours (half-day),112.00,5.5,2015-11-30,Collaboration with Northumbria Police. The price charged is £28.00 per hour and therefore the total price paid for the time stated (5.5 hours) was £154.00.
Services,./durham.csv,Standard office cleaning (force average per m2 per year),7.16,73981.0,2016-01-01,"Surface area varies from site to site, on an ongoing basis, with monthly consolidated invoices. Monthly invoices will differ due to additional service orders (e.g. out of hours call outs for custody suites). The force does not record space data in the way requested, but on the basis of the force's surface area, and has provided an estimated rate for cleaning service only."
Services,./durham.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",,,,"No gas supply at the force' headquarters, but in other locations using the service via the gas supply framework agreement."
Services,./durham.csv,Laptop purchase,501.89,1.0,2016-02-12,Standard Specifications. The force plans to enter a new contract to purchase this item.
Services,./durham.csv,Desktop purchase,455.05,2.0,2015-11-12,The force plans to enter the new collaborative framework run by the Crown Commercial Service for future purchases.
Services,./durham.csv,"PC monitor - 19"" or smaller (inc. cables)",,,,"The force does not purchase this size of monitors, only 20. "
Services,./durham.csv,"PC monitor - 21"" or wider (inc. cables)",105.46,1.0,2016-02-22,"The force does not purchase monitors of this size and plans to enter a new collaborative framework run by the Crown Commercial Service. Information provided for purchases of monitors size 20""."
Services,./durham.csv,Telephone call charges (per minute),0.005,,,"Direct award under the Crown Commercial Service framework. Costs are monthly, ongoing charges."
Services,./humberside.csv,DNA test,17.00,150.0,2016-02-18,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,./humberside.csv,Toxicology test,29.90,5.0,2016-02-18,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,./humberside.csv,Mobile phone examination,,,,The force's Digital Forensics Unit do not outsource phone examination so services of this type are not purchased.
Services,./humberside.csv,Forensic stain analysis,50.00,8.0,2015-09-11,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions. The force's most recent purchase of 7 level A1 tests cost £169.90 each."
Services,./humberside.csv,Credit report or search,1.10,207.0,2016-01-06,Information provided for personal vetting reports.
Services,./humberside.csv,Temporary staff administrator role,11.74,37.0,2016-01-08,"Due to differing pay structures within the Yorkshire and Humber Region, information provided is based on a 'blended' average rate for the four Yorkshire and Humber Forces."
Services,./humberside.csv,one-day car hire,19.79,1.0,2016-02-26,Information provided for Group D manual 1 to 2 day vehicle hire (Saloon manual). Rate excludes £2.50 collection / delivery charge each way.
Services,./humberside.csv,30-day car hire,11.40,28.0,2015-12-08,Information provided for Group D (Ford Focus or similar) hire for 28 days (no bills for 30 days - 28 days' rental is maximum billed in period).
Services,./humberside.csv,Ream of 500 sheets of white paper,2.03,100.0,2016-01-31,Volume information based on purchase of 20 boxes of 5 reams.
Services,./humberside.csv,Telephone interpreting inc. recording services (per minute),0.66,10.0,2016-01-01,Estimated volume calculated on basis of last service time: 558 seconds. Actual rate for the service is £0.011 per second.
Services,./humberside.csv,Face-to-face interpreting for 4 hours (half-day),124.00,4.0,2016-03-04,Pricing information based on tier 1 interpreter service at £31.00 per hour. One-hour minimum charge is followed by a rate per minute calculated pro-rata. No travel or expenses are charged for.
Services,./humberside.csv,Standard office cleaning (force average per m2 per year),13.80,78888.0,2016-01-21,"Information provided for annual cost divided by 78,888m2 total estate area. Payments for standard office cleaning are made monthly based on the annual contract price - the average cost per m2 can only be provided by dividing the annual figure by the total size of the estate."
Services,./humberside.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0304,,2016-02-08,"Because of the many variables involved in calculating the rate, the 2015/16 annual figures have been used."
Services,./humberside.csv,Laptop purchase,680.84,250.0,2015-12-08,"Force specifications: Yoga Business 12.5"" YOGA12CTO. Joint purchase between Humberside and South Yorkshire Police - total order quantity 500 x Lenovo Yoga 12""."
Services,./humberside.csv,Desktop purchase,285.62,230.0,2015-12-08,"Joint purchase between Humberside and South Yorkshire Police - total order quantity 460 desktops, HP 705 G1"
Services,./humberside.csv,"PC monitor - 19"" or smaller (inc. cables)",,,,No purchase for the last 12 months.
Services,./humberside.csv,"PC monitor - 21"" or wider (inc. cables)",76.50,180.0,2015-12-08,Joint purchase between Humberside and South Yorkshire Police. Total order quantity 360.
Services,./humberside.csv,Telephone call charges (per minute),0.0046,87271.0,2016-01-01,"Estimated volume based on the last total time charged: 1454 hours, 30 mins, 41 sec - for 30,983 calls."
Services,./thames-valley.csv,DNA test,18.21,1.0,2015-11-10,
Services,./thames-valley.csv,Toxicology test,27.40,1.0,2015-11-05,
Services,./thames-valley.csv,Mobile phone examination,125.00,1.0,2015-11-01,
Services,./thames-valley.csv,Forensic stain analysis,,,,"Information provided for a re-test which cost £20, not comparable with other purchases of this item."
Services,./thames-valley.csv,Credit report or search,1.10,1.0,2015-11-01,Information provided for vetting reports only. Crime management and Supplier Evaluation reports cost £4.25 each.
Services,./thames-valley.csv,Temporary staff administrator role,9.04,37.0,2015-11-30,Full charge hourly rate.
Services,./thames-valley.csv,one-day car hire,19.79,2.0,2015-11-01,Rate excludes £2.50 collection / delivery charge each way.
Services,./thames-valley.csv,30-day car hire,12.55,28.0,2016-02-01,
Services,./thames-valley.csv,Ream of 500 sheets of white paper,1.75,20.0,2015-11-01,
Services,./thames-valley.csv,Telephone interpreting inc. recording services (per minute),0.68,10.0,2015-11-01,
Services,./thames-valley.csv,Face-to-face interpreting for 4 hours (half-day),80.00,4.0,2015-11-01,
Services,./thames-valley.csv,Standard office cleaning (force average per m2 per year),7.60,30000.0,2015-12-01,
Services,./thames-valley.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.018,12000.0,2015-12-01,
Services,./thames-valley.csv,Laptop purchase,470.25,500.0,2015-11-01,500gb
Services,./thames-valley.csv,Desktop purchase,314.46,1.0,2015-11-01,"Medium specifications 500gb with an i3 - 3 year warranty included along with VGA, dongle and cable Desktop PC."
Services,./thames-valley.csv,"PC monitor - 19"" or smaller (inc. cables)",125.00,1.0,2015-11-01,
Services,./thames-valley.csv,"PC monitor - 21"" or wider (inc. cables)",130.00,1.0,2015-11-01,
Services,./thames-valley.csv,Telephone call charges (per minute),,,2015-11-01,Bundled cost from network provided where voice services are bundled in overall data bundle costs.
Services,./lincolnshire.csv,DNA test,19.40,143.0,2016-02-15,Item reference detailed as 07BF A1 - Band A. The current contract expires on 02 August 2016.
Services,./lincolnshire.csv,Toxicology test,27.65,345.0,2016-02-26,Item code 01TOX A1 - alcohol - band A. Current contract expires on 02 August 2016.
Services,./lincolnshire.csv,Mobile phone examination,,,,This service is provided in-house and therefore not outsourced.
Services,./lincolnshire.csv,Forensic stain analysis,118.50,1.0,2016-02-26,"There is no direct match for the described item used by this force under the National Forensics Framework. Information provided for the closest equivalent item code 10BFA1 used by the force, which is for DNA profiling only, after an examination has taken place (however, this does not appear as an option for crime stains) although 22BF applies to both intelligence and casework stains so is also part of code 01BF purchased from the supplier for £118.50, and code 02BF for £165.00."
Services,./lincolnshire.csv,Credit report or search,1.10,1907.0,2016-02-26,"Annual contracted volume of staff vetting reports based on 60,000 - 80,000 transactions. The force has monthly updates on usage and endeavours to stay within the contracted allowance per year: 1,907 vetting and 10,033 Crime management and Supplier Evaluation reports. Last purchase order quantity and date unknown as this is used on an on-going basis. The current contract expires on 31 October 2016."
Services,./lincolnshire.csv,Temporary staff administrator role,12.52,95.5,2016-01-29,Information provided for administrator grade F (grade E £11.27). The current contract expires on 30 September 2016.
Services,./lincolnshire.csv,one-day car hire,18.00,1.0,2015-11-25,Information provided for hire of a Vauxhall Astra SRI CDTI S/S. Service used on an ongoing basis.
Services,./lincolnshire.csv,30-day car hire,12.50,28.0,2015-12-29,Information provided for Volkswagen Golf Match hire. Service used on an ongoing basis.
Services,./lincolnshire.csv,Ream of 500 sheets of white paper,1.93,10.0,2016-02-16,Minimum order quantity is 1 box of 5 reams at £9.65 per box. Budget white A4 80gsm copier paper.
Services,./lincolnshire.csv,Telephone interpreting inc. recording services (per minute),0.70,23.0,2016-02-01,Billing calculated per minute. Service ordered on an ongoing basis.
Services,./lincolnshire.csv,Face-to-face interpreting for 4 hours (half-day),173.00,4.0,2016-01-29,"Rate fixed at £43.25 per hour. Billing is per hour. Service ordered on an ongoing, daily basis. The force pays for the service in one-hour minimum increments so if the job was between 3-4 hours it would be charged the full 4 hours."
Services,./lincolnshire.csv,Standard office cleaning (force average per m2 per year),11.10,29392.0,2014-12-01,"Cleaning services undertaken across 47 sites across the county on an ongoing basis. Total surface area excluding custody suites is approximately 29,392m2."
Services,./lincolnshire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0189,1949010.0,2015-04-01,"Different rates charged across 22 properties - the highest is 1.9329p, the lowest 1.8581p per kWh. Current contract expires 31 March 2016 but is being renewed. Service used on an as required, ongoing basis."
Services,./lincolnshire.csv,Laptop purchase,470.74,1.0,2016-02-26,"Standard specifications I5, 4GB RAM, 500 GB HDD, Wifi, Standard Screen, no WWAN."
Services,./lincolnshire.csv,Desktop purchase,377.94,1.0,2016-02-26,"Low specifications i3, 4GB RAM, 500GB HDD"
Services,./lincolnshire.csv,"PC monitor - 19"" or smaller (inc. cables)",119.37,10.0,2016-02-22,
Services,./lincolnshire.csv,"PC monitor - 21"" or wider (inc. cables)",139.47,8.0,2015-11-11,"The force does not purchase monitors of this size. Information provided for purchases of monitors size 24""."
Services,./lincolnshire.csv,Telephone call charges (per minute),0.0085,2151.0,2016-02-26,Service used on an ongoing basis.
Services,./south-yorkshire.csv,DNA test,17.00,372.0,2016-02-18,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,./south-yorkshire.csv,Toxicology test,29.90,9.0,2016-02-01,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions."
Services,./south-yorkshire.csv,Mobile phone examination,145.00,2.0,2016-01-29,Information provided for level 2 examination.
Services,./south-yorkshire.csv,Forensic stain analysis,50.00,1.0,2016-01-11,"Prices relate to roughly comparable products (there may be slight differences in the product specification when compared to the National framework). Scientific Support Unit (West Yorkshire Police lead) manage this contract on behalf of the Region. The force does not deal directly with the supplier, but subsequently pay West Yorkshire Police for their contributions. The force's most recent purchase of 25 level A1 tests cost £169.90 each."
Services,./south-yorkshire.csv,Credit report or search,1.10,567.0,2015-11-13,Information provided for personal vetting reports.
Services,./south-yorkshire.csv,Temporary staff administrator role,11.74,37.0,2016-02-01,"Due to differing pay structures within the Yorkshire and Humber Region, information provided is based on a 'blended' average rate for the four Yorkshire and Humber Forces."
Services,./south-yorkshire.csv,one-day car hire,19.79,1.0,2016-01-22,Information provided for Group D Vehicle (Ford Focus or similar) hire. Rate excludes £2.50 collection / delivery charge each way.
Services,./south-yorkshire.csv,30-day car hire,11.40,28.0,2015-12-22,Information provided for Group D vehicle 28-day hire (no bills for 30 days - 28 days' rental is maximum billed in period).
Services,./south-yorkshire.csv,Ream of 500 sheets of white paper,2.03,100.0,2016-02-01,
Services,./south-yorkshire.csv,Telephone interpreting inc. recording services (per minute),0.66,21.0,2016-01-01,"Information on volumes estimated on the basis of a total time of 1,234 seconds used at £0.011 per second."
Services,./south-yorkshire.csv,Face-to-face interpreting for 4 hours (half-day),124.00,2.5,2016-01-01,Pricing information based on tier 1 interpreter service at £31.00 per hour. One-hour minimum charge is followed by a rate per minute calculated pro-rata. No travel or expenses are charged for.
Services,./south-yorkshire.csv,Standard office cleaning (force average per m2 per year),,,,Service provided in-house.
Services,./south-yorkshire.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0292,,2015-04-01,"Because of the many variables involved in calculating the rate, the 2015/16 annual figures have been used."
Services,./south-yorkshire.csv,Laptop purchase,680.84,250.0,2015-11-01,"Force specifications: Yoga Business 12.5"" YOGA12CTO. Joint purchase between Humberside and South Yorkshire Police - total order quantity 500 x Lenovo Yoga 12."
Services,./south-yorkshire.csv,Desktop purchase,285.62,230.0,2015-11-01,"Joint purchase between Humberside and South Yorkshire Police - total order quantity 460 desktops, HP 705 G1"
Services,./south-yorkshire.csv,"PC monitor - 19"" or smaller (inc. cables)",,,,No purchase for the last 12 months.
Services,./south-yorkshire.csv,"PC monitor - 21"" or wider (inc. cables)",76.50,180.0,2015-12-01,Joint purchase between Humberside and South Yorkshire Police. Total order quantity 360.
Services,./south-yorkshire.csv,Telephone call charges (per minute),0.0046,6442.0,2016-01-01,Estimated volume based on the last total time charged: 107 hours 21 minutes and 25 seconds.
Services,./avon-and-somerset.csv,DNA test,17.00,1400.0,2016-02-15,Full specification used for comparison is: 24BFA1 under Lot 201 (Police and Criminal Evidence Act).
Services,./avon-and-somerset.csv,Toxicology test,28.15,5.0,2016-02-15,Full specification used for comparison of item code 20TOXS1A1 under Lot 211 (Toxicology). Purchases are made from two suppliers as per West Coast consortium agreement.
Services,./avon-and-somerset.csv,Mobile phone examination,110.00,74.0,2016-03-01,"The force has recently completed a regional tender for this service, reducing cost."
Services,./avon-and-somerset.csv,Forensic stain analysis,85.54,30.0,2016-02-15,"Full specification used for comparison of item code 22BFS1B1 under Lot 202 (Crime Scene Stain), which is purchased from two suppliers as directed by West Coast forensics collaboration. Price agreed with the other supplier is £110.00."
Services,./avon-and-somerset.csv,Credit report or search,6.27,5000.0,2016-01-31,"The force pays an annual charge for an allowance of 5,000 credit searches, paid monthly. The January total purchase amounted to £3,377.92, including £2,873.75 for personal credit checks only. The contract includes a carryover clause in the event of use below contracted volumes. Purchases are not itemised."
Services,./avon-and-somerset.csv,Temporary staff administrator role,11.80,8560.0,2016-02-01,"Information provided for administrative assistant and annual volume, equating to an average 713 hours per month, so around 3.5 FTE each month. The force operates a Managed Service under a Neutral Vendor model engaged through a collaborative Framework. There is no single agency fee percentage. Job roles have been graded and attract a specific monetary value as a mark up plus a booking fee."
Services,./avon-and-somerset.csv,one-day car hire,18.00,1.0,2016-01-23,"Information provided for manual Ford Focus M3 group. Price is for vehicle hire only, excludes delivery, insurance etc."
Services,./avon-and-somerset.csv,30-day car hire,13.00,120.0,2015-10-08,"Information provided for Manual Ford Focus M3 group hire. Price is for vehicle hire only, excludes delivery, insurance etc, and for the first 28 days, then £11.50 per day onwards."
Services,./avon-and-somerset.csv,Ream of 500 sheets of white paper,1.70,50.0,2016-02-17,Steinbeis Classic A4 80G (recycled): 'brown' paper with substantial sustainability benefits.
Services,./avon-and-somerset.csv,Telephone interpreting inc. recording services (per minute),0.68,6.0,2016-02-16,"Information provided on the basis of the last monthly invoice which was for a total of 3,682 minutes in January 2016. A yearly limit order is raised to cover costs which are calculated on a monthly basis and the annual amount is called off from the yearly purchase order."
Services,./avon-and-somerset.csv,Face-to-face interpreting for 4 hours (half-day),120.00,2.0,2016-02-17,"There is a minimum fee of £60 which nominally covers 2 hours excluding expenses. Any expenses incurred will be offset if service time is less than 2 hours, Mon-Fri 06:00-22:00. The force with the rest of the South West region has approached various providers listed in the national register of public service interpreters in this region. The National Register of Public Service Interpreters is the UK's independent voluntary regulator of professional interpreters specialising in public service. We have worked to reduce the fees charged by interpreters and develop a standard operating procedure which all forces now adopt."
Services,./avon-and-somerset.csv,Standard office cleaning (force average per m2 per year),17.69,23108.0,,"The price quoted is an average across the force headquarters site and is part of a bundle of services, provided as an annual contracted rate for a net surface of 18,003m2. The contract operates on fixed costs and includes operating costs; management fee; provision of all consumables e.g. paper towel, toilet paper, cleaning fluids etc. There is also catering provided on site (non-subsidised) and a management fee, adding to the difficulty of extracting cleaning costs from the service bundle. The force has differential rates based on a variety of factors for different areas and levels of cleaning required."
Services,./avon-and-somerset.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0184,10672747.0,2016-03-31,Information on volumes based on annual consumption. Service procured through the Crown Commercial Service Framework. Rate is for the cost of gas only and excludes daily charges and non energy variable costs. Gas is bought on a flexible basis during the supply period and hence the final cost of the gas is only known at the end of the supply period. Price given is an average for the April-September 2015 period only.
Services,./avon-and-somerset.csv,Laptop purchase,600.00,2.0,2015-12-11,Standard specifications laptop procured.
Services,./avon-and-somerset.csv,Desktop purchase,450.00,10.0,2015-11-02,Low specifications desktops purchased. The force rarely buys medium specifications and never high specifications desktops.
Services,./avon-and-somerset.csv,"PC monitor - 19"" or smaller (inc. cables)",85.38,1.0,2015-09-17,Price given includes DVI adaptor & cable which are purchased separately.
Services,./avon-and-somerset.csv,"PC monitor - 21"" or wider (inc. cables)",92.10,1.0,2015-12-10,Price includes £7.10 for DVI adaptor & cables which are purchased separately.
Services,./avon-and-somerset.csv,Telephone call charges (per minute),0.01,,,
Services,./cumbria.csv,DNA test,17.00,10.0,2016-03-02,
Services,./cumbria.csv,Toxicology test,35.00,10.0,2016-03-02,
Services,./cumbria.csv,Mobile phone examination,,,,Service provided in-house.
Services,./cumbria.csv,Forensic stain analysis,87.50,2.0,2016-01-28,
Services,./cumbria.csv,Credit report or search,1.10,671.0,2015-11-01,"Information provided for staff vetting reports. Crime management and supplier evaluation credit searches cost £4.25 each (volume 3,200), included in a 12-month bundle."
Services,./cumbria.csv,Temporary staff administrator role,13.71,37.0,2016-02-22,Hourly rate equates salary scale point for the admin clerical position that the temp staff is covering. The constabulary uses the MSTAR 2 agreement.
Services,./cumbria.csv,one-day car hire,21.20,2.0,2016-02-16,The force procures individual one- to two-day vehicle hire and also 30+ days' vehicle hire.
Services,./cumbria.csv,30-day car hire,14.25,90.0,2016-01-11,
Services,./cumbria.csv,Ream of 500 sheets of white paper,1.68,200.0,2016-02-10,
Services,./cumbria.csv,Telephone interpreting inc. recording services (per minute),0.66,,2015-11-25,Information on volumes not provided.
Services,./cumbria.csv,Face-to-face interpreting for 4 hours (half-day),,,2015-11-25,Basic rate varies between £24 and £71 per hour (so £96 to £284 for four hours). No purchase information provided.
Services,./cumbria.csv,Standard office cleaning (force average per m2 per year),10.58,21322.0,2016-01-01,Information provided is monthly rate based on total volume.
Services,./cumbria.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",,,,Gas is purchased by the force via a basket of both hourly and half hourly rates via the Yorkshire Police contract through the council.
Services,./cumbria.csv,Laptop purchase,760.00,10.0,2015-08-03,Local specifications - Dell Laptop PC.
Services,./cumbria.csv,Desktop purchase,441.00,130.0,2016-01-04,High specifications Dell small factor
Services,./cumbria.csv,"PC monitor - 19"" or smaller (inc. cables)",99.00,130.0,2016-01-04,"Information provided for the force's standard size of monitors: 19.5""."
Services,./cumbria.csv,"PC monitor - 21"" or wider (inc. cables)",120.00,50.0,2016-01-04,"The force does not purchase monitors of this size. Information provided for purchases of monitors size 24""."
Services,./cumbria.csv,Telephone call charges (per minute),0.0075,,2016-02-16,"Information on volumes not provided. Average monthly purchase of this service: £5,000."
Services,./dyfed-powys.csv,DNA test,17.00,1.0,2016-02-09,"Police and Criminal Evidence Act DNA test samples: 3,300 a year. Information on volumes from the most recent purchase not provided."
Services,./dyfed-powys.csv,Toxicology test,28.15,1.0,2016-02-12,"Volume information not provided. It is difficult to provide 20TOX A1 figures, as these relate to some cases on the force's databases which are listed case-by-case. The drink driving tests are submitted direct from the stations and recorded on the databases."
Services,./dyfed-powys.csv,Mobile phone examination,79.00,1.0,2015-12-21,Information on volumes purchased not provided.
Services,./dyfed-powys.csv,Forensic stain analysis,79.80,1.0,2016-02-09,"Information provided for item code Crime Stain 22BF B1 start point 288/2013, 229/2014, 343/2015. Information on volumes not provided."
Services,./dyfed-powys.csv,Credit report or search,4.25,250.0,2015-11-13,Information provided on the basis of annual volume and flat rate. The force has an annual contract rate which includes all requirements and is capped at 250 searches.
Services,./dyfed-powys.csv,Temporary staff administrator role,13.00,148.0,2015-12-31,
Services,./dyfed-powys.csv,one-day car hire,18.50,1.0,2016-02-26,
Services,./dyfed-powys.csv,30-day car hire,,,,The force does not hire vehicles for this period of time.
Services,./dyfed-powys.csv,Ream of 500 sheets of white paper,1.45,150.0,2016-02-15,
Services,./dyfed-powys.csv,Telephone interpreting inc. recording services (per minute),0.68,1081.0,2015-12-31,
Services,./dyfed-powys.csv,Face-to-face interpreting for 4 hours (half-day),120.00,10.02,2016-02-04,
Services,./dyfed-powys.csv,Standard office cleaning (force average per m2 per year),11.21,1798.0,2016-01-27,Information provided for the force's site in Carmarthen. A different supplier is used for the force's headquarters for a different rate.
Services,./dyfed-powys.csv,"Gas supply to force headquarters (in £, based on cost in p per kWh)",0.0193,160908.0,2016-02-09,
Services,./dyfed-powys.csv,Laptop purchase,567.01,5.0,2016-02-03,Standard specifications.
Services,./dyfed-powys.csv,Desktop purchase,345.30,1.0,2016-02-16,Medium specifications.
